Site_number,time,Echo_Intensity_Counts_cell_1,Echo_Intensity_Counts_cell_2,Echo_Intensity_Counts_cell_3,Echo_Intensity_Counts_cell_4,Echo_Intensity_Counts_cell_5,Echo_Intensity_Counts_cell_6,Echo_Intensity_Counts_cell_7,Echo_Intensity_Counts_cell_8,Echo_Intensity_Counts_cell_9,Echo_Intensity_Counts_cell_10,Echo_Intensity_Counts_cell_11,Echo_Intensity_Counts_cell_12,Echo_Intensity_Counts_cell_13,Echo_Intensity_Counts_cell_14,Echo_Intensity_Counts_cell_15,Echo_Intensity_Counts_cell_16,Echo_Intensity_Counts_cell_17,Echo_Intensity_Counts_cell_18,Echo_Intensity_Counts_cell_19,Echo_Intensity_Counts_cell_20,Echo_Intensity_Counts_cell_21,Echo_Intensity_Counts_cell_22,Echo_Intensity_Counts_cell_23,Echo_Intensity_Counts_cell_24,Echo_Intensity_Counts_cell_25,Echo_Intensity_Counts_cell_26,Echo_Intensity_Counts_cell_27,Echo_Intensity_Counts_cell_28,Echo_Intensity_Counts_cell_29,Echo_Intensity_Counts_cell_30,Echo_Intensity_Counts_cell_31,Echo_Intensity_Counts_cell_32,Echo_Intensity_Counts_cell_33,Echo_Intensity_Counts_cell_34,Echo_Intensity_Counts_cell_35,Echo_Intensity_Counts_cell_36,Echo_Intensity_Counts_cell_37,Echo_Intensity_Counts_cell_38,Echo_Intensity_Counts_cell_39,Echo_Intensity_Counts_cell_40,Echo_Intensity_Counts_cell_41,Echo_Intensity_Counts_cell_42,Echo_Intensity_Counts_cell_43,Echo_Intensity_Counts_cell_44,Echo_Intensity_Counts_cell_45,Echo_Intensity_Counts_cell_46,Echo_Intensity_Counts_cell_47,Echo_Intensity_Counts_cell_48,Echo_Intensity_Counts_cell_49,Echo_Intensity_Counts_cell_50,Echo_Intensity_Counts_cell_51,Echo_Intensity_Counts_cell_52,Echo_Intensity_Counts_cell_53,Echo_Intensity_Counts_cell_54,Echo_Intensity_Counts_cell_55,Echo_Intensity_Counts_cell_56,Echo_Intensity_Counts_cell_57,Echo_Intensity_Counts_cell_58,Echo_Intensity_Counts_cell_59,Echo_Intensity_Counts_cell_60,Echo_Intensity_Counts_cell_61,Echo_Intensity_Counts_cell_62,Echo_Intensity_Counts_cell_63,Echo_Intensity_Counts_cell_64,Echo_Intensity_Counts_cell_65,Echo_Intensity_Counts_cell_66,Echo_Intensity_Counts_cell_67,Echo_Intensity_Counts_cell_68,Echo_Intensity_Counts_cell_69,Echo_Intensity_Counts_cell_70,Echo_Intensity_Counts_cell_71,Echo_Intensity_Counts_cell_72,Echo_Intensity_Counts_cell_73,Echo_Intensity_Counts_cell_74,Echo_Intensity_Counts_cell_75,Echo_Intensity_Counts_cell_76,Echo_Intensity_Counts_cell_77,Echo_Intensity_Counts_cell_78,Echo_Intensity_Counts_cell_79,Echo_Intensity_Counts_cell_80,Echo_Intensity_Counts_cell_81,Echo_Intensity_Counts_cell_82,Echo_Intensity_Counts_cell_83,Echo_Intensity_Counts_cell_84,Echo_Intensity_Counts_cell_85,Echo_Intensity_Counts_cell_86,Echo_Intensity_Counts_cell_87,Echo_Intensity_Counts_cell_88,Echo_Intensity_Counts_cell_89,Echo_Intensity_Counts_cell_90,Echo_Intensity_Counts_cell_91,Echo_Intensity_Counts_cell_92,Echo_Intensity_Counts_cell_93,Echo_Intensity_Counts_cell_94,Echo_Intensity_Counts_cell_95,Echo_Intensity_Counts_cell_96,Echo_Intensity_Counts_cell_97,Echo_Intensity_Counts_cell_98,Echo_Intensity_Counts_cell_99,Echo_Intensity_Counts_cell_100,Echo_Intensity_Counts_cell_101,Echo_Intensity_Counts_cell_102,Echo_Intensity_Counts_cell_103,Echo_Intensity_Counts_cell_104,Echo_Intensity_Counts_cell_105,Echo_Intensity_Counts_cell_106,Echo_Intensity_Counts_cell_107,Echo_Intensity_Counts_cell_108,Echo_Intensity_Counts_cell_109,Echo_Intensity_Counts_cell_110,Echo_Intensity_Counts_cell_111,Echo_Intensity_Counts_cell_112,Echo_Intensity_Counts_cell_113,Echo_Intensity_Counts_cell_114,Echo_Intensity_Counts_cell_115,Echo_Intensity_Counts_cell_116,Echo_Intensity_Counts_cell_117,Echo_Intensity_Counts_cell_118,Echo_Intensity_Counts_cell_119,Echo_Intensity_Counts_cell_120,Echo_Intensity_Counts_cell_121,Echo_Intensity_Counts_cell_122,Echo_Intensity_Counts_cell_123,Echo_Intensity_Counts_cell_124,Echo_Intensity_Counts_cell_125,Echo_Intensity_Counts_cell_126,Echo_Intensity_Counts_cell_127,Echo_Intensity_Counts_cell_128
120001A,01-Mar-2000 09:00:00,193.4462601,194.6869262,191.8301064,195.2139385,188.631514,186.9807465,187.5754507,182.3090982,178.266188,179.6612468,177.8850607,175.5172161,173.491106,166.4716794,170.4265217,166.4541928,166.3055769,163.3430177,163.4345992,160.1756477,159.5968689,157.1916681,154.6746722,154.0151621,155.4582902,152.4584577,151.1162619,148.6199949,150.2841424,149.3221568,145.4420677,147.6458665,146.8854071,145.8538831,143.9335972,143.5713633,137.7007947,139.3129433,137.9418895,139.1610592,137.0854311,135.2410089,135.6818642,133.1753005,134.2553378,133.1752236,130.3992578,128.0811536,129.5493468,128.9992633,128.9762029,127.611348,129.0503881,126.1057704,124.0614489,125.6811634,122.3121788,125.189573,121.5236947,122.6756939,120.1437072,119.0715792,118.8746256,118.1470512,119.042462,119.2862163,113.8936132,114.7105173,114.3874869,110.7841363,110.5152386,113.334644,109.3648644,109.8813633,109.3713269,111.0739474,109.5990609,108.3554719,110.5643226,105.5101165,108.5638796,102.5201868,107.7178501,105.0682652,102.7968671,100.4883328,103.8371658,99.89109468,99.77559053,100.4886635,100.1535127,97.12105895,99.60490892,97.84795205,93.6498713,97.08720428,96.29133434,95.51203376,91.73715137,89.331888,92.61795124,91.48185575,89.71111816,89.79581318,87.86838448,86.06094511,86.91948983,87.29800132,89.51399886,84.51974872,85.76101236,89.23132987,86.20734329,82.38487626,84.86788563,84.52822641,80.62220949,81.46503317,80.98964351,81.88778674,80.16440729,81.82865421,81.16810132,79.87285356,78.76231095,77.33657727,76.94136343,77.30535382
120001A,01-Mar-2000 10:00:00,194.1115851,190.7723484,194.4455121,194.0353824,189.6728119,186.5822082,182.4613079,184.7824998,182.084938,176.2403532,177.8026526,175.6568262,170.3308514,171.729614,167.8153456,166.1478818,163.3318623,163.0307937,159.9254809,156.8508856,160.6854917,160.0808003,157.762757,156.7744227,151.9100756,153.1351402,149.0928224,150.2506822,148.1330535,146.9390818,147.7772406,146.2260649,145.590876,139.7454758,141.6857412,143.6136413,141.7877388,137.8272401,141.4698756,137.249631,134.5456225,136.1320178,133.7079538,134.5371361,131.3260637,133.4377796,131.6078228,131.9210951,132.8288962,129.4906083,126.5482172,128.1911142,123.2607469,125.8424188,127.2194556,126.2766421,124.3823399,121.915657,125.2989362,122.8682305,121.3914173,121.6688422,119.7917222,116.3775606,118.9490053,117.1223591,114.1170337,114.2443283,112.6201277,113.1634744,110.7705146,110.2219228,109.7964303,109.8023861,108.5975716,110.4781317,106.603666,109.9998612,107.7336231,107.2241629,107.6962871,105.028522,103.5630561,103.7158355,103.3340839,102.5434241,99.37840492,101.4406334,100.7758164,97.7222401,99.94059214,99.72722287,96.30440595,97.05996442,96.1404193,94.30359579,94.80549313,95.11622691,94.63556417,91.010325,95.04622377,92.68500239,92.50314805,92.8446965,89.44167554,91.09540215,89.61372951,86.08328009,88.81154033,86.27666202,84.04984393,82.73724571,84.32136902,86.27230982,85.85316144,82.75239614,80.40283876,84.17392385,81.20003939,78.17746934,80.73952602,80.4611322,75.71462968,81.25682994,77.08990412,77.76034391,74.44614764,76.69960782
120001A,01-Mar-2000 11:00:00,195.6858912,196.1359173,193.9673013,193.0633217,189.7869814,187.3762315,185.3693485,182.7007211,179.2359048,178.2231558,174.3636418,172.7886629,169.7419704,166.5550516,169.3442344,168.5381952,166.7184705,162.2184383,159.1473959,161.3224046,158.8262873,157.1315137,156.0674611,156.3482019,153.5743066,155.537191,152.7966684,150.3341427,148.2284619,149.4846782,147.9701841,145.4500945,142.1325848,140.4309489,142.869021,141.3943136,142.4797715,140.0034015,139.7103821,136.1295723,135.334456,138.2512008,134.7750931,132.0057673,131.7069697,132.8391724,134.1705827,128.6488548,132.2813334,131.7203162,130.3130396,128.380454,124.7929886,124.7784907,122.4566645,121.3169469,123.6770667,123.6974366,121.2580971,119.2906332,123.3674012,116.5171346,117.1703363,116.9226976,117.7856464,112.9648974,118.372706,113.3236179,114.1538707,114.9962669,112.9072062,113.7557613,112.4824364,114.1707047,111.1288305,108.569061,109.5201532,111.2243037,107.7127537,106.6409569,107.6533442,106.0880311,102.8923792,101.5438936,103.8232972,100.3278965,102.6638951,103.0406665,99.72820327,98.34658997,96.87591851,96.61898965,97.46809477,96.36450764,97.62325786,93.15681024,96.6161637,96.06090299,93.61269322,96.06868328,92.07643797,92.68503495,91.71001923,90.09349627,87.6892483,87.18066453,84.85701904,89.66465932,86.4122156,85.51905879,83.84942637,83.77905088,85.06336921,84.18122471,83.30008508,82.35925703,80.28116819,83.01231123,82.19434296,82.00628629,82.55245854,82.18117915,79.721419,79.6301642,77.33145608,77.15922812,78.72790885,73.74654008
120001A,01-Mar-2000 12:00:00,193.4387681,193.015161,196.7045889,193.4604777,191.847293,190.7971967,185.3764941,183.0908793,177.8965984,179.5160496,174.511588,170.162725,169.9154208,170.0542381,170.5003445,164.1474859,166.794651,161.8369521,163.6273108,157.1379436,158.7140754,156.8041511,158.2276108,153.9502933,151.9023489,152.1268924,152.9693185,151.6384838,146.7931082,148.7885643,145.1802051,142.8483957,145.2689116,145.9952376,140.3067694,141.3656391,138.4088181,136.3096208,141.6615455,136.3248699,137.1926548,137.762764,133.4162478,131.6725441,133.4115608,132.0618536,132.826907,130.1689802,130.7296017,131.6982344,129.1451354,127.3171694,126.6426631,125.2967068,122.4866762,123.9418787,125.797821,122.880101,121.9528572,119.7675554,119.754439,119.9531301,117.915648,118.1612177,118.0788467,114.8881445,115.4174602,111.7233012,113.4233714,116.0596395,112.0432384,112.6965815,108.467876,110.4399731,111.1586811,110.9622361,108.5638283,107.9772703,109.3101625,106.7494824,102.981013,102.7463787,102.6134015,101.7935048,103.9817825,102.5445051,103.1907299,102.8375106,97.34705812,99.62184402,99.35819301,98.38711526,100.3501224,94.52532611,93.31193865,93.54956609,95.95639485,94.38584387,96.08199663,96.48997451,90.73850817,90.68495351,92.81573953,91.69515313,90.93788703,92.64246286,87.38104081,88.55710831,88.61078753,88.16322763,85.84864944,85.88939477,86.11315618,86.61199453,82.66373409,84.33052494,80.48602246,84.12230259,83.38954752,78.82455624,78.67218039,81.66283919,80.74853748,79.76858756,79.29122314,76.5283295,79.67371555,75.24958515
120001A,01-Mar-2000 13:00:00,194.176879,193.5088115,194.9612791,192.8023161,193.2469095,185.278627,184.8496192,181.1217018,182.0584985,176.8363473,174.7348852,174.0582461,173.5784601,170.1621412,171.3399281,169.0505933,164.6780016,163.39934,160.6142553,160.5639392,159.9456735,157.946517,155.8295008,153.4464355,156.2765778,152.6329289,151.0189973,150.0781674,149.6769316,147.6255148,145.867718,144.2915146,144.8179908,141.7553344,141.9026338,142.4340584,140.0090366,138.708362,139.133165,136.8990694,136.7734941,136.6277399,135.2029101,134.6099846,132.3954511,133.7034091,131.8963576,131.9990293,129.3888848,128.8909427,126.3110289,127.9207252,125.895949,123.5762023,125.0722916,123.8569427,121.7509544,125.3220829,122.2369657,122.0276171,120.4056156,119.5382802,119.6490824,120.3310619,114.8773947,116.4391512,117.5230005,114.9981961,116.306129,113.8597689,112.4198334,112.8263874,114.8992154,112.1539918,109.0103854,112.2034445,107.4007545,107.4283463,109.0905263,106.2399102,104.3727021,106.2063376,104.6935839,105.5938782,105.6746764,99.86969393,102.4173372,102.6372671,101.4600888,99.61843405,97.15125366,97.37959989,99.45607552,97.04450884,96.98076486,95.75928627,95.75439828,96.7540739,94.329419,94.79806906,94.93763732,91.99524044,92.1786653,88.55694238,87.99966263,87.22863921,88.97102514,88.27946704,90.17889091,84.18477532,84.67469494,83.97265688,85.82634759,84.61070171,84.94467768,81.09233137,81.89327892,80.83214591,81.83411889,77.77066194,82.53991799,77.37924685,78.85441563,76.41391175,79.61404527,76.07052626,74.70253351,75.91379344
120001A,01-Mar-2000 14:00:00,192.801979,195.7596981,192.7256072,191.7230892,191.9643089,186.9410815,186.3260627,183.7745315,180.543404,177.6439057,174.9838381,174.1895369,168.769763,169.7440002,167.5313835,166.658966,163.0228617,162.8039001,161.9925107,157.6267866,159.6633947,156.8951695,157.6630075,154.8220546,155.3056319,151.7243987,153.5920554,152.9737784,146.3119601,149.0305041,148.3641883,146.2686752,146.6689276,140.2025877,142.4334491,142.1528972,141.8572783,138.0617606,138.3106835,135.6670963,139.5287901,137.4854153,132.4628372,131.4909932,134.718712,133.213241,132.3932614,129.9572462,128.9783707,127.5199895,127.6821296,126.8526066,127.1680983,126.6404424,124.7462609,125.2961691,125.9064611,123.311778,124.6619255,121.5966349,118.9856614,121.0703213,122.0733336,120.0038502,119.1650802,116.8077412,115.1051971,114.8984849,114.0699105,116.279986,113.3572212,111.6958836,112.4039276,109.1104209,108.5086019,110.0432527,109.9758152,110.6993791,104.1564426,105.5327868,104.8554242,107.0389386,106.1586042,103.0278969,103.4257226,104.0221568,102.7011343,100.3075544,99.38090808,99.73024641,100.2651724,99.92418432,98.78973552,97.11942013,94.25392305,95.24670949,96.28363298,91.41911674,93.7285506,93.85862024,92.00508102,92.75583348,91.86392723,89.95315198,90.2992906,91.035283,86.77969995,88.28546609,87.67401232,87.20542379,86.14510949,82.8899618,84.89294499,84.72311229,83.18526714,81.2525088,83.42353532,84.91175408,78.65938277,81.295834,80.42928537,79.97341508,79.14152052,78.3837805,78.04662306,75.92899551,76.95208159,76.12350326
120001A,01-Mar-2000 15:00:00,189.8068766,194.4103066,196.2678134,191.8208393,191.6758577,189.7376502,184.8289877,184.2992146,182.2544747,177.1833668,176.8489029,175.6273022,170.9185044,171.4478133,169.6478268,165.3931234,165.6908601,163.4475633,160.5586761,160.6559158,156.7504247,158.1732255,152.4758107,154.3302025,152.6698726,153.1864419,151.3627907,151.0765431,150.6416476,146.5616272,148.0954596,145.9848034,145.8195068,143.5523372,140.6830897,144.299132,141.8880683,141.4943355,139.1746817,138.7949838,134.4270885,136.3363103,134.0630027,133.0741343,134.1927427,133.9009654,130.5491799,128.8083651,128.8922175,127.9157938,127.4825491,124.8104589,125.8777639,127.0453458,123.1420389,125.294962,124.8229011,120.413935,123.0500558,123.0305968,122.5939949,119.1266572,119.8881572,117.8904456,115.3914943,114.535602,115.7455154,114.1563026,115.2967292,115.2966389,114.533796,113.365873,108.208099,108.988588,110.5200968,110.2737946,109.5358102,104.8495218,109.8964387,107.4580325,106.4811579,105.7848657,101.2907022,103.7040548,103.8570767,103.1191543,100.2539158,102.8259192,102.4966237,101.7029346,96.27483757,99.30996366,99.76672646,96.12110333,97.57244278,93.69080914,94.70145144,91.22830051,95.21794458,94.91662023,94.44396196,91.28684021,92.84274649,91.63986445,91.43855539,89.51529707,87.00263564,87.58782264,87.8848677,88.5635006,88.90342454,84.89699928,83.8433585,83.93451287,80.87114168,83.71244404,84.16777091,82.72994366,78.85467106,83.22690157,79.999055,80.57694148,77.71439281,78.20303848,78.90206041,76.13926397,75.76297278,77.3436291
120001A,01-Mar-2000 16:00:00,192.9915972,194.3223682,191.7136718,191.980529,188.617031,183.3911598,181.2072858,180.2910549,179.810546,176.9270881,174.5255803,171.952917,171.5801375,168.8347185,169.0721079,168.2273814,161.1915744,163.3618298,161.8303277,161.1429461,159.6496957,158.4420164,153.8481322,154.8002374,153.1717603,153.2014945,152.3570766,150.0516569,151.1210869,145.779646,147.1267528,145.6993918,145.0385584,143.0189876,142.2968829,142.3654472,139.9679874,143.0701229,137.4138511,138.8396003,138.1045376,134.6285558,135.7233912,133.2876691,131.0253409,128.4863251,131.6874817,131.3721402,130.3128024,126.50066,129.8178744,128.4657761,125.4835711,127.7050033,125.5021084,125.5273072,123.1623626,124.59117,121.2315134,118.9604038,118.9399173,119.5646323,118.8029137,114.3275967,118.6119882,117.319532,116.4832004,113.5154871,110.7228219,114.5560185,111.9506328,111.7424895,110.7667054,109.5229866,111.9946862,106.0731862,107.7972213,106.8389667,108.0694433,104.1232739,106.2130447,106.4231628,105.5998802,103.8503538,99.52879959,102.1897681,101.0425088,102.5908003,99.59028108,97.72586361,96.76360445,100.1248853,99.02943383,96.1084826,93.85853293,98.25644092,92.47183172,95.32024813,95.71368535,92.08466155,92.17074742,92.85415727,93.7797004,90.31619864,90.11611089,88.78548433,88.28207416,88.17083651,88.04994306,89.52664862,86.79624141,85.35075207,86.73765899,84.06396115,85.35519345,82.7663459,84.34880469,82.56305886,82.40183068,79.60668854,78.03853893,80.16370635,81.17096941,77.55591373,75.14676908,78.42647448,72.94711971,74.21726902
120001A,01-Mar-2000 17:00:00,192.6572655,193.3723036,195.5840869,191.1576127,190.4842933,185.8130553,183.0431234,184.5490844,179.885558,176.9822463,174.7990584,173.8950918,171.3122065,171.1712305,168.7175726,164.8211026,164.3098256,163.6121779,160.610172,157.6807111,157.9606962,157.8560545,155.5772846,154.5072304,154.488394,150.8772979,149.3081472,152.8616324,151.4697792,147.4828655,146.7761377,146.1562332,144.6422562,142.2691746,142.5166068,139.7583598,139.8644411,137.9438442,138.7855629,138.7892919,135.7127559,139.04876,135.9860795,136.3345496,133.4852077,133.1959876,129.6126797,132.3715893,132.1304615,128.7882597,127.2524765,126.7274853,127.5039563,127.7479368,125.4301406,123.9195697,120.3329132,121.0439556,122.2342197,119.2709125,122.6004068,120.4661333,118.2256826,115.3262592,116.7623987,113.2360484,112.933931,114.5346393,111.9680557,116.0902534,111.8996119,112.58195,110.6474222,110.5208294,109.5263448,110.9089423,110.0597003,105.4972248,107.6787075,107.0555993,103.475196,103.6895128,104.1604144,103.5331405,102.2468295,102.7923588,103.3298742,104.1500311,102.6679092,99.08333781,96.72978995,97.86025658,96.0245209,95.34240385,96.52685216,98.26757882,97.92007175,92.18981641,94.43063399,91.6400616,91.22528074,93.91689985,88.590417,93.36075923,88.63456719,88.93875946,88.43429452,89.68495619,87.50301882,88.41616158,85.39144799,86.98121766,84.24380557,83.94817159,81.21462184,83.1036274,82.90667352,80.58690598,80.87039656,79.99965494,82.98434617,78.97781628,79.07246662,80.23683691,80.06735749,74.88266788,79.60588334,75.70484676
120001A,01-Mar-2000 18:00:00,193.6718817,195.484683,190.4983022,193.5600863,190.7286266,189.0988786,186.3100477,183.3334713,182.789966,178.9848089,176.0084339,173.4073655,172.867477,172.4866298,168.4192347,167.5120269,165.1331777,163.3333629,162.2558365,161.3050188,156.4964023,156.6431524,155.8250477,156.4702145,153.4047478,153.1442356,151.0260997,146.4740301,151.1807005,147.7933954,146.9564132,145.4067407,142.5512909,143.6778581,140.6178377,141.5343598,139.0805622,138.7937483,137.7069725,137.0800575,135.6074511,133.6687284,136.0574437,135.135675,132.5138575,134.5428856,130.8649148,130.0805779,128.7047462,128.0625091,128.9562142,124.862033,128.0358675,126.7859502,123.1103905,126.0072014,124.7017905,122.2651772,119.274767,120.084375,121.3014926,120.0477209,118.0755165,120.3519646,117.0460628,116.4838371,115.0034544,115.1926976,116.761843,114.321842,111.0291569,112.7216874,110.9994256,110.3707589,111.6256558,111.5601807,106.047779,107.902158,108.0403102,109.3601899,105.9888793,102.7846624,102.7724078,103.9961169,104.181016,98.90767937,101.031395,102.3131127,97.56073438,101.145797,101.0985659,100.4155344,96.77070968,98.58673216,94.65869497,95.88136483,92.68573829,93.87328722,89.89669684,91.7603336,94.8748763,91.80859057,87.57685485,88.84159484,91.82246892,91.86598499,88.35762645,87.67858099,87.78746027,83.6840072,87.9741375,84.99070714,85.58614085,85.92456333,85.93960047,83.15888204,82.92415566,83.3596788,82.55768612,77.67260134,80.89346984,79.22761278,80.37239293,77.34726897,80.2496143,76.40773917,78.02928738,75.00272452
120001A,01-Mar-2000 19:00:00,190.9559992,193.8568889,190.6913358,192.1991086,192.7159591,188.1630975,183.2757382,182.3830825,181.8830537,180.0977986,174.5572359,174.246215,168.6392238,169.8626497,166.0717363,166.2866895,165.6640008,163.892011,162.3275001,160.2594922,158.3403673,158.5689768,153.6295305,153.8375536,152.897096,150.2154909,152.2708844,149.7552634,149.5061184,147.5650198,145.3629763,144.0884446,145.1154792,142.9626128,142.5658524,141.9037716,142.1878631,139.5257611,139.0463863,136.9827796,136.8778863,135.7286907,132.479188,134.1270458,134.1552258,131.8884182,134.3945559,133.2609201,131.5749253,131.9537263,127.3425453,128.5791292,127.1227368,125.9781403,125.5240552,123.5418537,123.4331969,122.8631197,122.8402198,121.7054382,119.4109506,119.7108627,118.7437425,118.7159049,116.4544039,117.7035949,117.4962651,116.4796534,115.2969596,111.464173,112.1096693,112.5081554,109.3877311,107.6863438,108.7622513,108.084141,110.8196324,107.5012964,109.3952452,107.4940625,106.7682985,105.2122036,100.9698883,101.9348072,105.4860147,103.209639,98.66809346,98.99901422,100.8629796,100.6019239,101.0722291,99.15251203,99.57469384,99.28503269,95.29691252,96.76418076,97.24577515,94.62695902,90.86177589,95.91206083,94.47009164,94.86396667,90.99442932,88.50430387,90.47320318,89.64225596,89.6314732,88.56808974,87.83035089,89.29379726,87.21573892,86.03957449,82.86335827,82.69276567,86.71263903,83.00420352,83.47703124,84.65128258,81.36447192,80.27917304,77.13544062,82.78107492,75.05624908,77.81477977,79.45593698,78.69761098,78.0003256,72.75753032
120001A,01-Mar-2000 20:00:00,194.7953758,195.7337314,197.6429831,193.1589654,193.5147326,186.3003964,185.3764801,182.9522872,180.9949264,179.3099205,176.4310182,173.5366771,171.6055615,170.6567135,167.5851911,167.8666534,167.5827939,165.8436435,160.3283453,158.4634746,159.8575175,157.0595528,153.045683,156.2451475,154.0412838,153.0899698,152.5787923,151.0686204,148.9512446,147.4659666,146.4903107,143.7389392,144.6141709,145.9450364,141.3358676,142.1179186,140.2343605,141.9706757,138.0455099,137.8272035,137.3210252,133.9718962,137.743462,134.9880703,135.1580443,132.1883669,130.2349825,128.7530529,129.5915195,127.2735603,127.4653146,125.9462377,127.9420567,126.5609305,125.6080563,123.4403892,124.4867846,122.2914893,123.4499468,120.4132941,123.3783119,117.8141363,117.6073061,119.4388239,117.3325593,114.1259765,115.1770634,115.068991,114.6383287,115.8026339,112.4910072,111.8247958,108.2426416,109.4629958,108.3922408,109.6976356,106.4832638,109.8611707,108.0961601,104.3768339,106.8300045,104.2891756,103.4753631,105.4903696,104.3597984,105.0486285,103.796831,103.5586687,103.3987378,96.27168084,98.83830867,99.2485197,96.82437525,98.18201059,99.01052318,95.89684222,92.74696204,96.10758737,92.17899337,94.57111598,95.13641932,92.56422989,90.82059941,88.27333059,86.91405898,90.19688451,89.80680572,86.97433531,85.86288852,86.72760766,84.36842146,85.36032064,87.45117456,83.72743686,85.96607415,85.05838678,82.23679858,81.58210263,83.34277868,82.19716916,78.22720729,78.69014694,77.66006504,77.3660527,80.19431242,77.96478667,73.34441194,73.97055012
120001A,01-Mar-2000 21:00:00,195.1192356,196.4628784,193.0697455,193.5303028,190.3243358,186.5554857,182.3996125,184.0445777,177.3946009,177.7864108,173.4554257,172.5449576,171.2237569,172.3884848,167.564762,165.4069506,166.8443487,164.7936604,164.1830915,162.8031187,156.7197615,158.456321,156.1432287,156.4096713,154.2223897,149.3040873,151.914274,148.4205942,151.0375087,149.6068765,146.5163186,144.8662136,146.9679433,143.6716946,143.290494,140.1719082,141.7841337,140.8559968,140.4291571,135.0983367,136.3288842,136.7215183,134.384707,135.7806578,133.3880496,132.159756,132.362979,129.8189873,127.8464807,128.4196388,129.6194646,128.4824673,124.26388,122.9513455,125.1887537,126.4637172,121.4340315,122.9664978,123.5234099,120.7200667,120.4824766,120.8056459,120.0512153,116.5091283,119.4559823,113.5034098,115.210934,116.4849599,114.035262,111.8869413,110.9255566,113.437158,111.6398034,109.6227829,111.9419572,109.9396798,104.7299377,106.6213681,106.6954457,105.1974073,103.1971418,102.7251089,105.338446,102.5642688,104.5294945,100.4366647,98.8624699,101.4796649,100.8096593,101.8826265,97.71222286,97.07434399,99.79007215,96.08479636,96.84229224,96.12731794,97.94287274,92.17998021,91.73989975,93.78925441,91.09493682,90.02393485,91.39765531,87.92276662,92.12729997,91.47993578,88.94892928,86.69108273,88.52505147,87.98963924,83.62755936,85.64753465,82.67649796,83.11104162,83.14260942,81.07524676,84.36943999,82.75309984,80.86314734,77.98377147,77.44546203,77.00987073,78.83446984,78.06650068,74.66974559,76.66799888,75.23336204,73.8760517
120001A,01-Mar-2000 22:00:00,195.1218062,192.930554,194.6709557,193.4894659,190.3255952,188.4616453,185.2995477,182.5973832,180.8651265,177.3416336,174.2337181,173.9982631,171.0799343,166.2139156,168.2755873,166.2268789,166.3735827,163.0542784,161.0542277,160.1196287,159.8797025,156.9897222,154.6182664,156.6010065,153.5543441,153.6106224,152.0329338,151.0548012,147.1226787,147.8311343,147.3790768,148.9826818,141.293171,141.3448006,143.1449475,142.3925411,138.1765986,139.1797139,137.3242155,140.2306887,137.2046023,133.497878,135.9437546,131.2589145,132.4152969,132.7595866,132.3175378,130.2715162,126.9083339,127.4321852,129.8587451,125.9204254,125.4802576,125.9250952,122.5974858,125.7664957,120.8429477,121.4894859,120.9811649,118.1657127,123.2048049,118.088328,120.5090574,117.3198676,120.0775948,116.8219046,118.0543361,114.1438967,113.7522004,113.1473856,112.8826458,113.6814198,112.8490523,108.1764592,107.8179454,111.6478957,110.2843055,104.9097028,106.3222164,106.5578454,106.0122449,105.3621686,103.5213908,104.3937845,105.4550234,102.0125209,99.02410437,103.6352712,101.0275164,97.50403932,96.49437164,96.56823769,95.66701347,99.04542937,97.91542882,93.77130449,95.54761328,96.29661022,92.26874433,91.8432728,95.29650627,94.31154661,90.4852733,89.79358641,88.30584068,87.12047267,89.34237685,87.59908139,87.98948446,86.19503901,88.18872125,87.12606009,85.62954706,81.78143319,81.3682592,83.19031945,81.53081674,82.10859738,78.6407887,80.3898163,79.48910539,77.83484881,79.68608408,79.16347455,75.60114019,76.71606382,77.00182392,76.00971768
